"time","PI.I.y","inertia1.phi","spring.phi_rel","spring.w_rel","inertia2.w","integrator.y"
0,-0.1,0,0.001,0,0,0
0.008,-0.1,0,0.001,0,0,0
0.016,-0.1,0,0.001,0,0,0
0.024,-0.1,0,0.001,0,0,0
0.032,-0.1,0,0.001,0,0,0
0.04,-0.1,0,0.001,0,0,0
0.048,-0.1,0,0.001,0,0,0
0.056,-0.1,0,0.001,0,0,0
0.064,-0.1,0,0.001,0,0,0
0.072,-0.1,0,0.001,0,0,0
0.08,-0.1,0,0.001,0,0,0
0.088,-0.1,0,0.001,0,0,0
0.096,-0.1,0,0.001,0,0,0
0.104,-0.1,0,0.001,0,0,0
0.112,-0.1,0,0.001,0,0,0
0.12,-0.1,0,0.001,0,0,0
0.128,-0.1,0,0.001,0,0,0
0.136,-0.1,0,0.001,0,0,0
0.144,-0.1,0,0.001,0,0,0
0.152,-0.1,0,0.001,0,0,0
0.16,-0.1,0,0.001,0,0,0
0.168,-0.1,0,0.001,0,0,0
0.176,-0.1,0,0.001,0,0,0
0.184,-0.1,0,0.001,0,0,0
0.192,-0.1,0,0.001,0,0,0
0.2,-0.1,0,0.001,0,0,0
0.208,-0.1,0,0.001,0,0,0
0.216,-0.1,0,0.001,0,0,0
0.224,-0.1,0,0.001,0,0,0
0.232,-0.1,0,0.001,0,0,0
0.24,-0.1,0,0.001,0,0,0
0.248,-0.1,0,0.001,0,0,0
0.256,-0.1,0,0.001,0,0,0
0.264,-0.1,0,0.001,0,0,0
0.272,-0.1,0,0.001,0,0,0
0.28,-0.1,0,0.001,0,0,0
0.288,-0.1,0,0.001,0,0,0
0.296,-0.1,0,0.001,0,0,0
0.304,-0.1,0,0.001,0,0,0
0.312,-0.1,0,0.001,0,0,0
0.32,-0.1,0,0.001,0,0,0
0.328,-0.1,0,0.001,0,0,0
0.336,-0.1,0,0.001,0,0,0
0.344,-0.1,0,0.001,0,0,0
0.352,-0.1,0,0.001,0,0,0
0.36,-0.1,0,0.001,0,0,0
0.368,-0.1,0,0.001,0,0,0
0.376,-0.1,0,0.001,0,0,0
0.384,-0.1,0,0.001,0,0,0
0.392,-0.1,0,0.001,0,0,0
0.4,-0.1,0,0.001,0,0,0
0.408,-0.1,0,0.001,0,0,0
0.416,-0.1,0,0.001,0,0,0
0.424,-0.1,0,0.001,0,0,0
0.432,-0.1,0,0.001,0,0,0
0.44,-0.1,0,0.001,0,0,0
0.448,-0.1,0,0.001,0,0,0
0.456,-0.1,0,0.001,0,0,0
0.464,-0.1,0,0.001,0,0,0
0.472,-0.1,0,0.001,0,0,0
0.48,-0.1,0,0.001,0,0,0
0.488,-0.1,0,0.001,0,0,0
0.496,-0.1,0,0.001,0,0,0
0.5000000001500057,-0.1,0,0.001,0,0,0
0.5000000001500057,-0.1,0,0.001,0,0,0
0.504,-0.09992889782686432,8.897944473529304e-7,9.991586369599479e-4,-5.811959662615497e-4,4.653056123287788e-5,0.0039999998499942015
0.512,-0.09945487856828177,1.7487867613111035e-5,9.856484593665843e-4,-0.0027847366346419053,9.656352387726844e-4,0.0119999998499942
0.52,-0.09862859313104917,6.285932266043574e-5,9.570268946975345e-4,-0.004170691192961847,0.0035062327843829325,0.019999999849994413
0.528,-0.09749786205718199,1.4178621397535734e-4,9.218291310320707e-4,-0.004483949830111507,0.007681128457368746,0.027999999849994312
0.536,-0.09611472519729188,2.5947252677733807e-4,8.870421437913915e-4,-0.004140899014373318,0.013252654303306893,0.0359999998499942
0.544,-0.09454325212415327,4.2232521826379347e-4,8.563051279335389e-4,-0.0035214303738221224,0.01993955209379607,0.04399999984999409
0.552,-0.09284997753350818,6.369977579989939e-4,8.308440559429322e-4,-0.0028463213494143453,0.027487744317240735,0.05199999984999401
0.56,-0.09109536481465991,9.095364849131691e-4,8.106254306118042e-4,-0.0022187063526533327,0.03568552504853149,0.059999999849994046
0.568,-0.08932982850359428,0.0012449828526051269,7.950963424725627e-4,-0.0016768058542591517,0.04436150148678059,0.06799999984999394
0.576,-0.08759312535622325,0.001647312536668378,7.835375427834965e-4,-0.0012265353468996424,0.05337854877165947,0.07599999984999395
0.584,-0.08591511370767288,0.002119511370614021,7.752387217303736e-4,-8.60763251613486e-4,0.06262764236448354,0.08399999984999396
0.592,-0.0843171133217085,0.0026637113308175544,7.695665805818301e-4,-5.680132703659566e-4,0.07202287916551744,0.09199999984999396
0.6,-0.08281339352474135,0.003281339349920747,7.659840008519402e-4,-3.367994410950108e-4,0.08149714890168644,0.09999999984999397
0.608,-0.08141261295139518,0.003973261291386205,7.640407760265192e-4,-1.5674815895244524e-4,0.09099863954164113,0.10799999984999398
0.616,-0.08011902079123077,0.0047399020741697336,7.633639522763907e-4,-1.879167686682312e-5,0.10048809148449259,0.11599999984999398
0.624,-0.07893344680755061,0.0055813446746015875,7.636484007711886e-4,8.476774195803785e-5,0.10993649157171995,0.12399999984999399
0.632,-0.07785424767890593,0.006497424760536811,7.646454469369514e-4,1.604078713907405e-4,0.11932290420712066,0.131999999849994
0.64,-0.0768778512435553,0.007487785115801524,7.661544710201325e-4,2.13468669717279e-4,0.12863307538295804,0.139999999849994
0.648,-0.07599939993302467,0.008551939983548392,7.680137830822408e-4,2.4846138695200836e-4,0.13785793700043178,0.147999999849994
0.656,-0.07521316755989789,0.009689316745035724,7.70093976524555e-4,2.6922423107877296e-4,0.14699252378022767,0.15599999984999402
0.664,-0.07451284547817284,0.010899284535663223,7.722939935218341e-4,2.7896900956923614e-4,0.15603515956633052,0.16399999984999403
0.672,-0.07389185892131218,0.012181185878777126,7.745362710748959e-4,2.802803809485493e-4,0.16498657225959454,0.17199999984999403
0.68,-0.07334357628860777,0.013534357614306613,7.767621176246073e-4,2.7524402042650945e-4,0.17384927649968246,0.17999999984999404
0.688,-0.07286148882297976,0.014958148866543718,7.789280173961216e-4,2.6552226985770934e-4,0.18262701633367245,0.18799999984999394
0.696,-0.07243929908250354,0.01645192989129604,7.810022839119168e-4,2.524920545193482e-4,0.191324437700477,0.19599999984999394
0.704,-0.07207100465244133,0.018015100447089778,7.82963030682067e-4,2.37293706406907e-4,0.1999467620322028,0.20399999984999395
0.712,-0.071750952986344,0.019647095279280012,7.847964787345212e-4,2.2082090605436648e-4,0.208499516893283,0.21199999984999396
0.72,-0.07147387665896235,0.021347387645341803,7.864951600903712e-4,2.0376364667449323e-4,0.21698833475160365,0.21999999984999397
0.728,-0.07123490957255671,0.023115490935501182,7.880566297648556e-4,1.8661989039930318e-4,0.22541879754012475,0.22799999984999397
0.736,-0.07102959050163196,0.024950959027208654,7.894819353738813e-4,1.6976309517795362e-4,0.2337963405998448,0.23599999984999398
0.744,-0.07085386011481823,0.026853385987327238,7.907746321308616e-4,1.5348549930178145e-4,0.24212616974989068,0.243999999849994
0.752,-0.07070404487273013,0.028822404461918385,7.919402264252733e-4,1.379981673813846e-4,0.25041320922075055,0.251999999849994
0.76,-0.0705768408158099,0.030857684055026313,7.929854971904429e-4,1.2345145376299542e-4,0.25866205996401664,0.259999999849994
0.768,-0.07046928572268162,0.03295892854451344,7.939183348086444e-4,1.0992182699821795e-4,0.2668769957796492,0.267999999849994
0.776,-0.07037873899909801,0.03512587387095504,7.947471646722404e-4,9.744460633371736e-5,0.27506196438555985,0.275999999849994
0.784,-0.07030286048185616,0.037358286018030824,7.954805550664664e-4,8.600847506154648e-5,0.2832205534116001,0.283999999849994
0.792,-0.07023958804609234,0.03965595877325439,7.961269646377327e-4,7.559233665792417e-5,0.29135600364821346,0.29199999984999403
0.8,-0.07018711475378647,0.04201871144282376,7.966942066386905e-4,6.615633637337239e-5,0.29947118478147067,0.29999999984999404
0.808,-0.0701438595027661,0.04444638591652167,7.971896575890139e-4,5.765500798379456e-5,0.30756866263956767,0.30799999984999404
0.816,-0.07010842389944076,0.04693884235498904,7.976213605306672e-4,5.002735501079635e-5,0.3156508869455182,0.31599999984999394
0.824,-0.07007960354116843,0.04949596031796176,7.979952535665026e-4,4.3245820335815705e-5,0.32371986756651844,0.32399999984999395
0.832,-0.07005636044989036,0.0521176360076339,7.983180339783499e-4,3.7236213944557505e-5,0.33177745684788046,0.33199999984999395
0.84,-0.07003778735073511,0.05480377869651833,7.985955490468715e-4,3.1941998931374025e-5,0.33982528428744235,0.33999999984999396
0.848,-0.07002309195586308,0.057554309155831075,7.988328013152338e-4,2.7323405752660697e-5,0.3478647752752844,0.34799999984999397
0.856,-0.07001163475729337,0.060369163434774074,7.990352861912191e-4,2.3285393388036893e-5,0.35589718679440535,0.355999999849994
0.864,-0.07000281877746624,0.06324828183559131,7.992073230778756e-4,1.9773259761117203e-5,0.3639236240249405,0.363999999849994
0.872,-0.06999616894984746,0.06619161685162939,7.993529746291542e-4,1.6725773445260336e-5,0.37194502796114454,0.371999999849994
0.88,-0.06999129155164642,0.06919912911060924,7.99475839108928e-4,1.4086245832137467e-5,0.37996220324440033,0.379999999849994
0.888,-0.06998782129779695,0.07227078208402424,7.995790883539975e-4,1.1796020433983104e-5,0.3879758658256828,0.387999999849994
0.896,-0.0699855013495829,0.0754065500880028,7.996654897788936e-4,9.821971553917825e-6,0.3959865928794046,0.395999999849994
0.904,-0.06998407875205136,0.07860640782704961,7.997373235296287e-4,8.12924661290636e-6,0.40399490123814336,0.403999999849994
0.912,-0.06998335764137081,0.08187033571478151,7.99796643461625e-4,6.687788068264457e-6,0.41200122029087743,0.411999999849994
0.92,-0.06998318738231812,0.08519831868767619,7.998454156841217e-4,5.461781249990615e-6,0.4200059079630943,0.41999999984999403
0.928,-0.06998341963997629,0.08859034191224197,7.998850700864766e-4,4.4390907407674104e-6,0.42800928586400516,0.42799999984999404
0.936,-0.06998396169764722,0.092046396116809,7.999171053273581e-4,3.583042727389926e-6,0.43601159487090824,0.43599999984999405
0.944,-0.06998471624212052,0.09556647157005622,7.999427786348153e-4,2.8703537846980163e-6,0.44401306429480464,0.44399999984999394
0.952,-0.06998560616540753,0.0991505605611849,7.999631989138603e-4,2.277545888581486e-6,0.4520138839638413,0.45199999984999395
0.96,-0.06998659041993253,0.10279865898543736,7.999791820853258e-4,1.7887857676324385e-6,0.46001418237700675,0.45999999984999396
0.968,-0.0699876112520846,0.10651076106745251,7.999916415856148e-4,1.3791568610183194e-6,0.46801410409973887,0.46799999984999396
0.976,-0.06998864182960479,0.11028686412400446,8.000011699492295e-4,1.0388767102922259e-6,0.4760137392028938,0.47599999984999397
0.984,-0.06998965835300137,0.11412696577514408,8.000082778736413e-4,7.597500446006536e-7,0.4840131673614177,0.483999999849994
0.992,-0.06999063778697655,0.11803106371734164,8.000134240727274e-4,5.336989021400616e-7,0.49201246183185793,0.4919999998499941
1,-0.06999157416681666,0.12199915735412559,8.00016994912721e-4,3.5047354810359773e-7,0.5000116618491928,0.4999999998499941
1.008,-0.06999245519951415,0.1260312454561953,8.000192719104245e-4,2.0910047148590148e-7,0.5080108143699826,0.5079999998499941
1.016,-0.06999327687590727,0.13012732762263457,8.000205211225275e-4,1.0297675259702495e-7,0.5160099480719117,0.5159999998499941
1.024,-0.06999403794246888,0.13428740372809067,8.00020991726371e-4,2.29516768229546e-8,0.5240090834289112,0.5239999998499941
1.032,-0.06999473420220949,0.1385114733528647,8.000208996014379e-4,-3.663993699988451e-8,0.5320082430847045,0.5319999998499941
1.04,-0.06999537091666097,0.14279953702310982,8.000203446413826e-4,-7.792764759198493e-8,0.5400074326274796,0.5399999998499941
1.048,-0.06999594655595166,0.14715159458583885,8.00019505484953e-4,-1.0868324929831508e-7,0.5480066659688951,0.5479999998499941
1.056,-0.06999646435206722,0.15156764636425032,8.000184810351422e-4,-1.326225519671613e-7,0.556005947367064,0.5559999998499942
1.064,-0.06999693248622774,0.15604769317646636,8.000172862441355e-4,-1.483425220072165e-7,0.5640052708283814,0.5639999998499942
1.072,-0.06999735443391547,0.16059173537003507,8.000159785784084e-4,-1.5774501905775434e-7,0.572004637920566,0.5719999998499942
1.08,-0.06999773572838049,0.16519977349828152,8.000145656525448e-4,-1.592143125372829e-7,0.5800040458418151,0.5799999998499942
1.088,-0.06999808192194969,0.1698718081164384,8.0001303018185e-4,-1.4896832976677064e-7,0.5880034914361109,0.5879999998499942
1.096,-0.06999839139851635,0.174607839062895,8.000114748312694e-4,-1.3082110250369145e-7,0.596002984605362,0.5959999998499942
1.104,-0.06999865333244971,0.17940786525508834,8.000101946030287e-4,-1.2386228608468808e-7,0.6040025498842457,0.6039999998499942
1.112,-0.06999887744376156,0.18427188766501948,8.000090487972884e-4,-1.1758499852608631e-7,0.6120021729450722,0.6119999998499942
1.12,-0.06999906429504008,0.1891999063489473,8.000080635838889e-4,-1.128533709987859e-7,0.620001855740978,0.6199999998499942
1.128,-0.06999921404613994,0.1941919213228571,8.000072575226482e-4,-1.1031802287906429e-7,0.6280016000298223,0.627999999849994
1.136,-0.06999933164878225,0.19924793308192126,8.000065818504186e-4,-1.0867294782912462e-7,0.6360013955660393,0.635999999849994
1.144,-0.06999944169230005,0.20436794408507297,8.000057947760514e-4,-1.009542699869594e-7,0.6440011904331493,0.643999999849994
1.152,-0.06999953355393973,0.20955195327003692,8.000050740364521e-4,-9.243437729652496e-8,0.652001014096662,0.651999999849994
1.16,-0.06999961068107147,0.21479996098155008,8.000044189250597e-4,-8.318840217122961e-8,0.6600008625224947,0.659999999849994
1.168,-0.06999967652106547,0.2201119675643494,8.000038287353128e-4,-7.329147702448166e-8,0.6680007316765637,0.667999999849994
1.176,-0.06999973394684049,0.22548797330572684,8.000033023622601e-4,-6.29292040324873e-8,0.6760006179978149,0.675999999849994
1.184,-0.0699997754851835,0.2309279774583611,8.000028315257472e-4,-5.427679613319899e-8,0.6840005264446463,0.683999999849994
1.192,-0.06999980979216577,0.2364319808878593,8.000024191315281e-4,-4.640772753843976e-8,0.692000448693905,0.691999999849994
1.2,-0.06999983930241253,0.2419999838376839,8.00002063770687e-4,-3.959188638450434e-8,0.7000003815454457,0.6999999998499941
1.208,-0.0699998664505489,0.2476319865512975,8.000017640343094e-4,-3.409916080768746e-8,0.708000321799124,0.7079999998499941
1.216,-0.06999989367120013,0.25332798927216255,8.000015185134795e-4,-3.019943894428384e-8,0.7160002662547945,0.7159999998499941
1.224,-0.06999990562133672,0.2590879904659762,8.000013013602313e-4,-2.5249478189149177e-8,0.7240002324167708,0.7239999998499941
1.232,-0.06999991096659322,0.26491199099930185,8.000011197314562e-4,-2.054020939936137e-8,0.7320002098280636,0.7319999998499941
1.24,-0.0699999116244047,0.2707999910638829,8.00000971507255e-4,-1.625677149195942e-8,0.740000195890865,0.7399999998499941
1.248,-0.06999990832139742,0.2767519907323822,8.000008529307154e-4,-1.2389171800154341e-8,0.7480001893942237,0.7479999998499941
1.256,-0.06999990178419757,0.2827679900774621,8.000007602449255e-4,-8.927417657157152e-9,0.7560001891271878,0.7559999998499941
1.264,-0.06999989273943143,0.28884798917178545,8.000006896929738e-4,-5.861516396178853e-9,0.7640001938788064,0.7639999998499941
1.272,-0.06999988191372515,0.2949919880880147,8.00000637517948e-4,-3.1814753504304704e-9,0.7720002024381273,0.7719999998499941
1.28,-0.06999987003370503,0.3011999868988127,8.000005999629362e-4,-8.773018531230136e-10,0.7800002135941994,0.7799999998499941
1.288,-0.06999985782599727,0.3074719856768419,8.000005732710269e-4,1.0609967625325034e-9,0.788000226136071,0.7879999998499941
1.296,-0.06999984601722808,0.3138079844947649,8.000005536853078e-4,2.6434131633250656e-9,0.7960002388527908,0.7959999998499941
1.304,-0.06999983312915325,0.3202079832047574,8.000005571645103e-4,3.823471962063101e-9,0.8040002548259275,0.8039999998499942
1.312,-0.06999981989396808,0.3266719818800388,8.000005799019244e-4,4.611308452724385e-9,0.8120002728336874,0.8119999998499942
1.32,-0.06999980801762887,0.3331999806912049,8.000006093836059e-4,5.041996531860301e-9,0.8200002897585243,0.8199999998499942
1.328,-0.0699997981072079,0.3397919796989628,8.000006429216774e-4,5.122467019379051e-9,0.8280003046222388,0.8279999998499942
1.336,-0.06999979076977755,0.3464479789640197,8.000006778282609e-4,4.859650735188832e-9,0.8360003164466309,0.8359999998499942
1.344,-0.06999978661241014,0.3531679785470829,8.00000711415479e-4,4.260478499197845e-9,0.8440003242535009,0.8439999998499942
1.352,-0.06999978624217801,0.3599519785088596,8.000007409954535e-4,3.331881131314289e-9,0.852000327064649,0.8519999998499942
1.36,-0.0699997902661535,0.3667999789100571,8.000007638803071e-4,2.08078945144636e-9,0.8600003239018756,0.8599999998499942
1.368,-0.06999979929140893,0.37371197981138266,8.000007773821622e-4,5.1413427950226e-10,0.8680003137869811,0.8679999998499942
1.376,-0.06999981392501664,0.38068798127354314,8.000007788131405e-4,-1.3611535646097571e-9,0.8760002957417652,0.875999999849994
1.384,-0.06999982703084347,0.38772798258292585,8.00000787033124e-4,-3.241720226360044e-9,0.8840002801847723,0.883999999849994
1.392,-0.06999982766927211,0.3948319826455686,8.000008314863143e-4,-4.678608027413585e-9,0.8920002831326582,0.891999999849994
1.4,-0.06999982864761387,0.4019999827422028,8.0000087553406e-4,-6.131931983311939e-9,0.9000002856504487,0.899999999849994
1.408,-0.06999982996338716,0.40923198287258,8.000009181847476e-4,-7.57142651551336e-9,0.9080002876571086,0.907999999849994
1.416,-0.06999983161411037,0.41652798303645233,8.000009584467635e-4,-8.966826045476101e-9,0.9160002890716029,0.915999999849994
1.424,-0.06999983359730189,0.42388798323357146,8.00000995328494e-4,-1.0287864994658424e-8,0.9240002898128963,0.923999999849994
1.432,-0.06999983591048012,0.4313119834636892,8.000010278383259e-4,-1.1504277784518581e-8,0.9320002897999538,0.931999999849994
1.44,-0.06999983855116337,0.4387999837265574,8.000010549846451e-4,-1.2585798836514829e-8,0.9400002889517404,0.939999999849994
1.448,-0.06999984151687012,0.4463519840219281,8.000010757758387e-4,-1.3502162572105431e-8,0.9480002871872207,0.9479999998499941
1.456,-0.06999984480511871,0.453967984349553,8.000010892202926e-4,-1.4223103412748634e-8,0.9560002844253598,0.9559999998499941
1.464,-0.06999984841342755,0.4616479847091838,8.000010943263932e-4,-1.4718355779902698e-8,0.9640002805851225,0.9639999998499941
1.472,-0.06999985233931498,0.4693919851005725,8.000010901025275e-4,-1.495765409502588e-8,0.9720002755854737,0.9719999998499941
1.48,-0.06999985658029943,0.4771999855234709,8.000010755570814e-4,-1.4910732779576435e-8,0.9800002693453783,0.9799999998499941
1.488,-0.06999986113389928,0.48507198597763085,8.000010496984414e-4,-1.4547326255012622e-8,0.9880002617838013,0.9879999998499941
1.496,-0.06999986599763292,0.49300798646280414,8.000010115349939e-4,-1.3837168942792693e-8,0.9960002528197073,0.9959999998499941
1.500000000300004,-0.06999986854209854,0.49699998701665477,8.00000992671388e-4,-1.3501704303823297e-8,1.0000002485134343,1.000000000149998
1.500000000300004,-0.06999986854209854,0.49699998701665477,8.00000992671388e-4,-1.3501704303823297e-8,1.0000002485134343,1.000000000149998
1.504,-0.07007096530252727,0.5010070963932937,8.008433532680682e-4,5.80766678685234e-4,1.0039536057326828,1.000000000149998
1.512,-0.07054496837694374,0.5090544967019359,8.143568479524229e-4,0.0027828925720621246,1.0110340994066107,1.000000000149998
1.52,-0.07137126543168586,0.5171371264086105,8.429796433720882e-4,0.004168563967522817,1.0164933990408724,1.000000000149998
1.528,-0.07250203215678394,0.5252502030823207,8.781746360893554e-4,0.004482415671332503,1.0203186077781297,1.000000000149998
1.536,-0.0738852184745694,0.533388521715299,9.129566110387496e-4,0.0041402392812719775,1.022747231703371,1.000000000149998
1.544,-0.07545669720245794,0.5415456695892877,9.436932620927158e-4,0.0035215249745609964,1.0240605775888478,1.000000000149998
1.552,-0.07714993481440666,0.5497149933516823,9.691614290397443e-4,0.0028459477903991174,1.0245123765350561,1.000000000149998
1.56,-0.07890463618236972,0.5578904634896784,9.893702705356586e-4,0.0022189789126047734,1.0243145355505086,1.000000000149998
1.568,-0.0806701903510261,0.5660670189077442,0.0010048906614540693,0.001678066608578789,1.0236387640803701,1.000000000149998
1.576,-0.08240679708549205,0.574240679582391,0.0010164494232473421,0.0012280894607744092,1.0226220061716662,1.000000000149998
1.584,-0.08408467860495532,0.5824084677355372,0.001024753978264236,8.618930635254108e-4,1.0213730938120147,1.000000000149998
1.592,-0.08568249909279939,0.5905682497855219,0.0010304308265095129,5.688105730138799e-4,1.0199781722814125,1.000000000149998
1.6,-0.08718597955872535,0.5987185978333145,0.001034015656739023,3.376203817709577e-4,1.018504447989584,1.000000000149998
1.608,-0.08858666920506413,0.6068586667991481,0.001035963554435148,1.571508377091568e-4,1.0170030831039298,1.000000000149998
